客戶代號,客戶簡稱,日  期,發票號碼,幣別,匯率,應收帳款,本幣未收帳款,備註,項目
16042391,春田,2022/4/13,ZA90346299,NT$,1,4,4,202202 處理費-行銷獎勵回饋 台塑-春田,202202 處理費-行銷獎勵
16042890,紅樹林,2021/10/29,SY80529661,NT$,1,78,0,202108 處理費-行銷費用 台塑-紅樹林,202108 處理費-行銷費用
16042890,紅樹林,2021/10/29,SY80529703,NT$,1,310,0,202109 處理費-行銷費用 台塑-紅樹林,202109 處理費-行銷費用
16042890,紅樹林,2021/12/27,,NT$,1,0,0,202110 處理費-行銷獎勵回饋 台塑-紅樹林,202110 處理費-行銷獎勵
16042890,紅樹林,2022/1/10,WY24058195,NT$,1,369,369,202110 處理費-行銷費用 台塑-紅樹林,202110 處理費-行銷費用
16042890,紅樹林,2022/1/10,,NT$,1,0,0,202110 處理費-行銷獎勵回饋 台塑-紅樹林,202110 處理費-行銷獎勵
16042890,紅樹林,2022/3/22,ZA90344913,NT$,1,1063,1063,202111 處理費-行銷費用 台塑-紅樹林,202111 處理費-行銷費用
16042890,紅樹林,2022/3/22,ZA90344914,NT$,1,5,5,202111 處理費-行銷獎勵回饋 台塑-紅樹林,202111 處理費-行銷獎勵
16042890,紅樹林,2022/3/25,ZA90345168,NT$,1,1635,1635,202112 處理費-行銷費用 台塑-紅樹林,202112 處理費-行銷費用
16042890,紅樹林,2022/3/25,ZA90345169,NT$,1,7,7,202112 處理費-行銷獎勵回饋 台塑-紅樹林,202112 處理費-行銷獎勵
16042890,紅樹林,2022/4/8,ZA90346027,NT$,1,2241,2241,202201 處理費-行銷費用 台塑-紅樹林,202201 處理費-行銷費用
16042890,紅樹林,2022/4/8,ZA90346028,NT$,1,38,38,202201 處理費-行銷獎勵回饋 台塑-紅樹林,202201 處理費-行銷獎勵
16042890,紅樹林,2022/4/13,ZA90343550,NT$,1,2019,2019,202202 處理費-行銷費用 台塑-紅樹林,202202 處理費-行銷費用
16042890,紅樹林,2022/4/13,ZA90343551,NT$,1,42,42,202202 處理費-行銷獎勵回饋 台塑-紅樹林,202202 處理費-行銷獎勵
16070446,長興路站,2021/10/29,SY80529704,NT$,1,75,75,202109 處理費-行銷費用 台塑-長興路,202109 處理費-行銷費用
16070446,長興路站,2021/10/29,,NT$,1,0,0,202109 處理費-行銷獎勵回饋 台塑-長興路,202109 處理費-行銷獎勵
16070446,長興路站,2022/1/10,WY24058196,NT$,1,172,172,202110 處理費-行銷費用 台塑-長興路,202110 處理費-行銷費用
16070446,長興路站,2022/3/22,ZA90344915,NT$,1,454,454,202111 處理費-行銷費用 台塑-長興路,202111 處理費-行銷費用
16070446,長興路站,2022/3/22,ZA90344916,NT$,1,4,4,202111 處理費-行銷獎勵回饋 台塑-長興路,202111 處理費-行銷獎勵
16070446,長興路站,2022/3/25,ZA90345170,NT$,1,523,523,202112 處理費-行銷費用 台塑-長興路,202112 處理費-行銷費用
16070446,長興路站,2022/4/8,ZA90346029,NT$,1,1180,1180,202201 處理費-行銷費用 台塑-長興路,202201 處理費-行銷費用
16070446,長興路站,2022/4/13,ZA90343552,NT$,1,666,666,202202 處理費-行銷費用 台塑-長興路,202202 處理費-行銷費用
16193643,中南,2021/10/29,SY80529705,NT$,1,1728,1728,202109 處理費-行銷費用 台塑-中南,202109 處理費-行銷費用
16193643,中南,2021/10/29,,NT$,1,0,0,202109 處理費-行銷獎勵回饋 台塑-中南,202109 處理費-行銷獎勵
16193643,中南,2022/1/10,WY24058197,NT$,1,2511,2511,202110 處理費-行銷費用 台塑-中南,202110 處理費-行銷費用
16193643,中南,2022/1/10,WY24058198,NT$,1,7,7,202110 處理費-行銷獎勵回饋 台塑-中南,202110 處理費-行銷獎勵
16193643,中南,2022/3/22,ZA90344917,NT$,1,1380,1380,202111 處理費-行銷費用 台塑-中南,202111 處理費-行銷費用
16193643,中南,2022/3/25,ZA90345171,NT$,1,2096,2096,202112 處理費-行銷費用 台塑-中南,202112 處理費-行銷費用
16193643,中南,2022/4/8,ZA90346030,NT$,1,2041,2041,202201 處理費-行銷費用 台塑-中南,202201 處理費-行銷費用
16193643,中南,2022/4/8,ZA90346031,NT$,1,5,5,202201 處理費-行銷獎勵回饋 台塑-中南,202201 處理費-行銷獎勵
16193643,中南,2022/4/13,ZA90343553,NT$,1,1581,1581,202202 處理費-行銷費用 台塑-中南,202202 處理費-行銷費用
16193643,中南,2022/4/13,ZA90343554,NT$,1,47,47,202202 處理費-行銷獎勵回饋 台塑-中南,202202 處理費-行銷獎勵
16216982,* 久井中華站,2021/10/29,SY80529706,NT$,1,1077,0,202109 處理費-行銷費用 台塑-久井中華,202109 處理費-行銷費用
16216982,* 久井中華站,2022/1/10,WY24058199,NT$,1,1514,1514,202110 處理費-行銷費用 台塑-久井中華,202110 處理費-行銷費用
16216982,* 久井中華站,2022/1/10,WY24058200,NT$,1,7,7,202110 處理費-行銷獎勵回饋 台塑-久井中華,202110 處理費-行銷獎勵
16216982,* 久井中華站,2022/3/22,ZA90344918,NT$,1,1654,1654,202111 處理費-行銷費用 台塑-久井中華,202111 處理費-行銷費用
16216982,* 久井中華站,2022/3/25,ZA90345172,NT$,1,4350,4350,202112 處理費-行銷費用 台塑-久井中華,202112 處理費-行銷費用
16216982,* 久井中華站,2022/4/8,ZA90346032,NT$,1,3929,3929,202201 處理費-行銷費用 台塑-久井中華,202201 處理費-行銷費用
16216982,* 久井中華站,2022/4/13,ZA90343555,NT$,1,5712,5712,202202 處理費-行銷費用 台塑-久井中華,202202 處理費-行銷費用
16216982,* 久井中華站,2022/4/13,ZA90343556,NT$,1,35,35,202202 處理費-行銷獎勵回饋 台塑-久井中華,202202 處理費-行銷獎勵
16223180,花東,2021/10/29,SY80529707,NT$,1,925,925,202109 處理費-行銷費用 台塑-花東,202109 處理費-行銷費用
16223180,花東,2022/1/10,WY24058201,NT$,1,1743,1743,202110 處理費-行銷費用 台塑-花東,202110 處理費-行銷費用
16223180,花東,2022/1/10,WY24058202,NT$,1,4,4,202110 處理費-行銷獎勵回饋 台塑-花東,202110 處理費-行銷獎勵
16223180,花東,2022/3/22,ZA90344919,NT$,1,1297,1297,202111 處理費-行銷費用 台塑-花東,202111 處理費-行銷費用
16223180,花東,2022/3/25,ZA90345173,NT$,1,1407,1407,202112 處理費-行銷費用 台塑-花東,202112 處理費-行銷費用
16223180,花東,2022/3/25,ZA90345174,NT$,1,28,28,202112 處理費-行銷獎勵回饋 台塑-花東,202112 處理費-行銷獎勵
16223180,花東,2022/4/8,ZA90346033,NT$,1,1991,1991,202201 處理費-行銷費用 台塑-花東,202201 處理費-行銷費用
16223180,花東,2022/4/13,ZA90343557,NT$,1,1946,1946,202202 處理費-行銷費用 台塑-花東,202202 處理費-行銷費用
16223180,花東,2022/4/13,ZA90343558,NT$,1,2,2,202202 處理費-行銷獎勵回饋 台塑-花東,202202 處理費-行銷獎勵
16251277,允用,2021/10/29,SY80529708,NT$,1,826,826,202109 處理費-行銷費用 台塑-允用,202109 處理費-行銷費用
16251277,允用,2022/1/10,WY24058203,NT$,1,2338,2338,202110 處理費-行銷費用 台塑-允用,202110 處理費-行銷費用
16251277,允用,2022/3/22,ZA90344920,NT$,1,2150,2150,202111 處理費-行銷費用 台塑-允用,202111 處理費-行銷費用
16251277,允用,2022/3/25,ZA90345175,NT$,1,1949,1949,202112 處理費-行銷費用 台塑-允用,202112 處理費-行銷費用
16251277,允用,2022/4/8,ZA90346034,NT$,1,2126,2126,202201 處理費-行銷費用 台塑-允用,202201 處理費-行銷費用
16251277,允用,2022/4/13,ZA90343559,NT$,1,3505,3505,202202 處理費-行銷費用 台塑-允用,202202 處理費-行銷費用
16254893,廣興,2021/10/29,,NT$,1,0,0,202108 處理費-行銷獎勵回饋 台塑-廣興,202108 處理費-行銷獎勵
16254893,廣興,2021/10/29,SY80529709,NT$,1,1289,1289,202109 處理費-行銷費用 台塑-廣興,202109 處理費-行銷費用
16254893,廣興,2021/10/29,SY80529710,NT$,1,2,2,202109 處理費-行銷獎勵回饋 台塑-廣興,202109 處理費-行銷獎勵
16254893,廣興,2022/1/10,WY24058204,NT$,1,1867,1867,202110 處理費-行銷費用 台塑-廣興,202110 處理費-行銷費用
16254893,廣興,2022/1/10,WY24058205,NT$,1,2,2,202110 處理費-行銷獎勵回饋 台塑-廣興,202110 處理費-行銷獎勵
16254893,廣興,2022/3/22,ZA90344921,NT$,1,2452,2452,202111 處理費-行銷費用 台塑-廣興,202111 處理費-行銷費用
16254893,廣興,2022/3/25,ZA90345176,NT$,1,2211,2211,202112 處理費-行銷費用 台塑-廣興,202112 處理費-行銷費用
16254893,廣興,2022/4/8,ZA90346035,NT$,1,2149,2149,202201 處理費-行銷費用 台塑-廣興,202201 處理費-行銷費用
16254893,廣興,2022/4/8,ZA90346036,NT$,1,3,3,202201 處理費-行銷獎勵回饋 台塑-廣興,202201 處理費-行銷獎勵
16254893,廣興,2022/4/13,ZA90343560,NT$,1,2071,2071,202202 處理費-行銷費用 台塑-廣興,202202 處理費-行銷費用
16254893,廣興,2022/4/13,ZA90343561,NT$,1,30,30,202202 處理費-行銷獎勵回饋 台塑-廣興,202202 處理費-行銷獎勵
16272843,太山,2021/10/29,SY80529662,NT$,1,100,100,202108 處理費-行銷費用 台塑-太山,202108 處理費-行銷費用
16272843,太山,2021/10/29,SY80529711,NT$,1,894,894,202109 處理費-行銷費用 台塑-太山,202109 處理費-行銷費用
16272843,太山,2021/10/29,SY80529712,NT$,1,8,8,202109 處理費-行銷獎勵回饋 台塑-太山,202109 處理費-行銷獎勵
16272843,太山,2022/1/10,WY24058206,NT$,1,3000,3000,202110 處理費-行銷費用 台塑-太山,202110 處理費-行銷費用
16272843,太山,2022/1/10,WY24058207,NT$,1,71,71,202110 處理費-行銷獎勵回饋 台塑-太山,202110 處理費-行銷獎勵
16272843,太山,2022/3/22,ZA90344922,NT$,1,4853,4853,202111 處理費-行銷費用 台塑-太山,202111 處理費-行銷費用
16272843,太山,2022/3/22,ZA90344923,NT$,1,40,40,202111 處理費-行銷獎勵回饋 台塑-太山,202111 處理費-行銷獎勵
16272843,太山,2022/3/25,ZA90345177,NT$,1,7640,7640,202112 處理費-行銷費用 台塑-太山,202112 處理費-行銷費用
16272843,太山,2022/3/25,ZA90345178,NT$,1,27,27,202112 處理費-行銷獎勵回饋 台塑-太山,202112 處理費-行銷獎勵
16272843,太山,2022/4/8,ZA90346037,NT$,1,9445,9445,202201 處理費-行銷費用 台塑-太山,202201 處理費-行銷費用
16272843,太山,2022/4/8,ZA90346038,NT$,1,98,98,202201 處理費-行銷獎勵回饋 台塑-太山,202201 處理費-行銷獎勵
16272843,太山,2022/4/13,ZA90343562,NT$,1,18169,18169,202202 處理費-行銷費用 台塑-太山,202202 處理費-行銷費用
16272843,太山,2022/4/13,ZA90343563,NT$,1,184,184,202202 處理費-行銷獎勵回饋 台塑-太山,202202 處理費-行銷獎勵
16334777,芬草,2021/10/29,SY80529713,NT$,1,269,0,202109 處理費-行銷費用 台塑-芬草,202109 處理費-行銷費用
16334777,芬草,2021/10/29,SY80529714,NT$,1,5,0,202109 處理費-行銷獎勵回饋 台塑-芬草,202109 處理費-行銷獎勵
16334777,芬草,2022/1/10,WY24058208,NT$,1,838,0,202110 處理費-行銷費用 台塑-芬草,202110 處理費-行銷費用
16334777,芬草,2022/1/10,WY24058209,NT$,1,2,0,202110 處理費-行銷獎勵回饋 台塑-芬草,202110 處理費-行銷獎勵
16334777,芬草,2022/3/22,ZA90344924,NT$,1,1399,1399,202111 處理費-行銷費用 台塑-芬草,202111 處理費-行銷費用
16334777,芬草,2022/3/22,ZA90344925,NT$,1,8,8,202111 處理費-行銷獎勵回饋 台塑-芬草,202111 處理費-行銷獎勵
16334777,芬草,2022/3/25,ZA90345179,NT$,1,1462,1462,202112 處理費-行銷費用 台塑-芬草,202112 處理費-行銷費用
16334777,芬草,2022/3/25,ZA90345180,NT$,1,38,38,202112 處理費-行銷獎勵回饋 台塑-芬草,202112 處理費-行銷獎勵
16334777,芬草,2022/4/8,ZA90346039,NT$,1,964,964,202201 處理費-行銷費用 台塑-芬草,202201 處理費-行銷費用
16334777,芬草,2022/4/13,ZA90343564,NT$,1,3124,3124,202202 處理費-行銷費用 台塑-芬草,202202 處理費-行銷費用
16334777,芬草,2022/4/13,ZA90343565,NT$,1,51,51,202202 處理費-行銷獎勵回饋 台塑-芬草,202202 處理費-行銷獎勵
16349322,群英,2021/10/29,SY80529715,NT$,1,923,923,202109 處理費-行銷費用 台塑-群英,202109 處理費-行銷費用
16349322,群英,2021/10/29,SY80529716,NT$,1,4,4,202109 處理費-行銷獎勵回饋 台塑-群英,202109 處理費-行銷獎勵
16349322,群英,2022/1/10,WY24058210,NT$,1,2099,2099,202110 處理費-行銷費用 台塑-群英,202110 處理費-行銷費用
16349322,群英,2022/1/10,WY24058211,NT$,1,3,3,202110 處理費-行銷獎勵回饋 台塑-群英,202110 處理費-行銷獎勵
16349322,群英,2022/3/22,ZA90344926,NT$,1,2344,2344,202111 處理費-行銷費用 台塑-群英,202111 處理費-行銷費用
16349322,群英,2022/3/22,ZA90344927,NT$,1,50,50,202111 處理費-行銷獎勵回饋 台塑-群英,202111 處理費-行銷獎勵
16349322,群英,2022/3/25,ZA90345181,NT$,1,3433,3433,202112 處理費-行銷費用 台塑-群英,202112 處理費-行銷費用
16349322,群英,2022/3/25,ZA90345182,NT$,1,42,42,202112 處理費-行銷獎勵回饋 台塑-群英,202112 處理費-行銷獎勵
16349322,群英,2022/4/8,ZA90346040,NT$,1,2855,2855,202201 處理費-行銷費用 台塑-群英,202201 處理費-行銷費用
16349322,群英,2022/4/8,ZA90346041,NT$,1,18,18,202201 處理費-行銷獎勵回饋 台塑-群英,202201 處理費-行銷獎勵
16349322,群英,2022/4/13,ZA90343566,NT$,1,3958,3958,202202 處理費-行銷費用 台塑-群英,202202 處理費-行銷費用
16349322,群英,2022/4/13,ZA90343567,NT$,1,130,130,202202 處理費-行銷獎勵回饋 台塑-群英,202202 處理費-行銷獎勵
16360120,瑞源,2021/10/29,SY80529717,NT$,1,639,0,202109 處理費-行銷費用 台塑-瑞源,202109 處理費-行銷費用
16360120,瑞源,2021/10/29,SY80529718,NT$,1,34,0,202109 處理費-行銷獎勵回饋 台塑-瑞源,202109 處理費-行銷獎勵
16360120,瑞源,2022/1/10,WY24058212,NT$,1,1894,1894,202110 處理費-行銷費用 台塑-瑞源,202110 處理費-行銷費用
16360120,瑞源,2022/1/10,WY24058213,NT$,1,39,39,202110 處理費-行銷獎勵回饋 台塑-瑞源,202110 處理費-行銷獎勵
16360120,瑞源,2022/3/22,ZA90344928,NT$,1,1613,1613,202111 處理費-行銷費用 台塑-瑞源,202111 處理費-行銷費用
16360120,瑞源,2022/3/22,ZA90344929,NT$,1,33,33,202111 處理費-行銷獎勵回饋 台塑-瑞源,202111 處理費-行銷獎勵
16360120,瑞源,2022/3/25,ZA90345183,NT$,1,1352,1352,202112 處理費-行銷費用 台塑-瑞源,202112 處理費-行銷費用
16360120,瑞源,2022/3/25,ZA90345184,NT$,1,67,67,202112 處理費-行銷獎勵回饋 台塑-瑞源,202112 處理費-行銷獎勵
16360120,瑞源,2022/4/8,ZA90346042,NT$,1,2974,2974,202201 處理費-行銷費用 台塑-瑞源,202201 處理費-行銷費用
16360120,瑞源,2022/4/8,ZA90346043,NT$,1,86,86,202201 處理費-行銷獎勵回饋 台塑-瑞源,202201 處理費-行銷獎勵
16360120,瑞源,2022/4/13,ZA90343568,NT$,1,3798,3798,202202 處理費-行銷費用 台塑-瑞源,202202 處理費-行銷費用
16360120,瑞源,2022/4/13,ZA90343569,NT$,1,102,102,202202 處理費-行銷獎勵回饋 台塑-瑞源,202202 處理費-行銷獎勵
16374969,大彰,2021/10/29,SY80529719,NT$,1,2853,0,202109 處理費-行銷費用 台塑-大彰,202109 處理費-行銷費用
16374969,大彰,2021/10/29,SY80529720,NT$,1,12,0,202109 處理費-行銷獎勵回饋 台塑-大彰,202109 處理費-行銷獎勵
16374969,大彰,2022/1/10,WY24058214,NT$,1,5379,0,202110 處理費-行銷費用 台塑-大彰,202110 處理費-行銷費用
16374969,大彰,2022/1/10,WY24058215,NT$,1,111,0,202110 處理費-行銷獎勵回饋 台塑-大彰,202110 處理費-行銷獎勵
16374969,大彰,2022/3/22,ZA90344930,NT$,1,5138,0,202111 處理費-行銷費用 台塑-大彰,202111 處理費-行銷費用
16374969,大彰,2022/3/22,ZA90344931,NT$,1,95,0,202111 處理費-行銷獎勵回饋 台塑-大彰,202111 處理費-行銷獎勵
16374969,大彰,2022/3/25,ZA90345185,NT$,1,4460,4460,202112 處理費-行銷費用 台塑-大彰,202112 處理費-行銷費用
16374969,大彰,2022/3/25,ZA90345186,NT$,1,145,145,202112 處理費-行銷獎勵回饋 台塑-大彰,202112 處理費-行銷獎勵
16374969,大彰,2022/4/8,ZA90346044,NT$,1,8986,8986,202201 處理費-行銷費用 台塑-大彰,202201 處理費-行銷費用
16374969,大彰,2022/4/8,ZA90346045,NT$,1,281,281,202201 處理費-行銷獎勵回饋 台塑-大彰,202201 處理費-行銷獎勵
16374969,大彰,2022/4/13,ZA90343570,NT$,1,8902,8902,202202 處理費-行銷費用 台塑-大彰,202202 處理費-行銷費用
16374969,大彰,2022/4/13,ZA90343571,NT$,1,245,245,202202 處理費-行銷獎勵回饋 台塑-大彰,202202 處理費-行銷獎勵
16404611,聯發,2021/10/29,SY80529663,NT$,1,62,62,202108 處理費-行銷費用 台塑-聯發,202108 處理費-行銷費用
16404611,聯發,2021/10/29,SY80529721,NT$,1,2892,2892,202109 處理費-行銷費用 台塑-聯發,202109 處理費-行銷費用
16404611,聯發,2021/10/29,SY80529722,NT$,1,18,18,202109 處理費-行銷獎勵回饋 台塑-聯發,202109 處理費-行銷獎勵
16404611,聯發,2022/1/10,WY24058216,NT$,1,6316,6316,202110 處理費-行銷費用 台塑-聯發,202110 處理費-行銷費用
16404611,聯發,2022/1/10,WY24058217,NT$,1,96,96,202110 處理費-行銷獎勵回饋 台塑-聯發,202110 處理費-行銷獎勵
16404611,聯發,2022/3/22,ZA90344932,NT$,1,7969,7969,202111 處理費-行銷費用 台塑-聯發,202111 處理費-行銷費用
16404611,聯發,2022/3/22,ZA90344933,NT$,1,58,58,202111 處理費-行銷獎勵回饋 台塑-聯發,202111 處理費-行銷獎勵
16404611,聯發,2022/3/25,ZA90345187,NT$,1,5882,5882,202112 處理費-行銷費用 台塑-聯發,202112 處理費-行銷費用
16404611,聯發,2022/3/25,ZA90345188,NT$,1,116,116,202112 處理費-行銷獎勵回饋 台塑-聯發,202112 處理費-行銷獎勵
16404611,聯發,2022/4/8,ZA90346046,NT$,1,9032,9032,202201 處理費-行銷費用 台塑-聯發,202201 處理費-行銷費用
16404611,聯發,2022/4/8,ZA90346047,NT$,1,105,105,202201 處理費-行銷獎勵回饋 台塑-聯發,202201 處理費-行銷獎勵
16404611,聯發,2022/4/13,ZA90343572,NT$,1,13183,13183,202202 處理費-行銷費用 台塑-聯發,202202 處理費-行銷費用
16404611,聯發,2022/4/13,ZA90343573,NT$,1,162,162,202202 處理費-行銷獎勵回饋 台塑-聯發,202202 處理費-行銷獎勵
16487576,中鷹,2021/10/29,SY80529723,NT$,1,426,426,202109 處理費-行銷費用 台塑-中鷹,202109 處理費-行銷費用
16487576,中鷹,2021/10/29,SY80529724,NT$,1,1,1,202109 處理費-行銷獎勵回饋 台塑-中鷹,202109 處理費-行銷獎勵
16487576,中鷹,2022/1/10,WY24058218,NT$,1,1258,1258,202110 處理費-行銷費用 台塑-中鷹,202110 處理費-行銷費用
16487576,中鷹,2022/1/10,WY24058219,NT$,1,39,39,202110 處理費-行銷獎勵回饋 台塑-中鷹,202110 處理費-行銷獎勵
